date,price,bedrooms,grade,living_in_m2,real_bathrooms,quartile_zone
9/23/2014,417000,4,6,194.16727,2,3
4/21/2015,650000,4,9,302.86378,2,3
2/20/2015,708000,4,9,287.07027,2,4
11/10/2014,240000,3,8,150.50286,2,1
8/26/2014,450000,2,6,84.54173,1,3
6/13/2014,250600,4,7,179.30279,2,1
4/23/2015,289950,4,7,203.45757,2,1
2/2/2015,442515,4,9,272.20579,2,1
7/22/2014,540000,4,8,241.5478,2,3
10/7/2014,488250,4,7,170.01249,2,4
11/13/2014,205000,3,7,104.98039,1,1
12/24/2014,320000,3,7,117.98681,1,2
12/23/2014,263000,3,7,147.158352,2,1
3/6/2015,308000,3,7,151.43189,1,2
10/28/2014,355000,2,7,187.66406,1,2
4/20/2015,423500,3,7,164.43831,2,2
6/27/2014,550000,4,10,385.54745,3,1
2/24/2015,408000,3,8,243.40586,2,2
9/19/2014,699000,3,8,169.08346,2,3
6/18/2014,240000,2,6,62.24501,1,2
10/8/2014,577000,2,7,192.30921,1,4
3/13/2015,700000,4,7,229.47041,1,4
4/6/2015,443000,3,7,142.14159,1,3
1/27/2015,450000,3,8,212.74787,2,1
10/8/2014,570000,4,9,300.07669,2,3
2/27/2015,425000,2,7,120.7739,1,2
9/17/2014,1098000,6,8,330.73468,3,4
2/10/2015,342888,2,6,73.39337,1,2
5/20/2014,300000,3,7,101.26427,1,4
11/20/2014,419000,2,6,66.89016,1,4
2/24/2015,447000,2,6,66.89016,1,3
7/31/2014,217000,3,7,92.903,1,1
4/29/2015,795000,4,8,238.76071,2,2
12/29/2014,920000,4,9,329.80565,2,3
12/17/2014,465000,3,6,83.6127,1,3
5/7/2014,519950,3,8,108.69651,2,3
2/4/2015,252000,3,7,127.27711,2,2
9/24/2014,410000,2,7,154.21898,1,3
6/17/2014,936000,3,8,274.99288,1,3
4/30/2015,356000,4,8,229.47041,2,2
9/15/2014,307500,3,7,91.04494,1,2
7/23/2014,259000,2,5,112.41263,1,3
10/16/2014,530000,3,8,200.67048,2,2
3/16/2015,747000,3,7,158.86413,1,3
8/12/2014,326000,3,7,165.553146,2,2
4/21/2015,384500,2,6,104.98039,1,2
10/21/2014,198400,3,7,96.61912,1,1
7/16/2014,517534,2,5,77.388199,1,2
4/16/2015,650000,3,7,170.94152,2,3
6/12/2014,349950,3,7,98.47718,1,4
1/23/2015,225000,3,6,104.05136,1,1
7/3/2014,815000,4,9,292.64445,2,4
4/7/2015,263000,3,6,116.12875,1,1
12/5/2014,559500,3,8,199.74145,2,4
10/14/2014,420000,3,7,121.70293,1,4
6/12/2014,784000,3,9,366.96685,3,4
5/4/2015,625000,3,8,178.37376,2,4
7/17/2014,299000,3,8,178.37376,2,1
1/21/2015,535000,4,9,267.56064,2,1
5/5/2014,541125,5,8,254.55422,2,4
7/14/2014,413000,3,8,141.21256,2,3
12/19/2014,386100,3,7,117.98681,2,2
5/23/2014,275000,4,7,179.30279,1,1
3/20/2015,432250,3,7,133.78032,2,3
12/18/2014,275000,1,5,48.30956,1,1
7/22/2014,298000,3,7,172.056356,2,1
9/25/2014,225000,3,6,83.6127,1,1
11/24/2014,360000,4,7,181.16085,2,1
7/31/2014,325000,4,7,181.16085,1,1
11/20/2014,297000,2,7,118.91584,1,1
8/5/2014,552500,3,7,187.66406,1,2
8/22/2014,226000,3,6,90.11591,1,2
6/9/2014,1150000,3,8,264.77355,2,4
8/19/2014,860000,4,9,285.21221,2,4
7/16/2014,450000,2,7,176.5157,2,2
7/25/2014,890900,4,9,317.72826,2,3
10/2/2014,400000,3,7,83.6127,1,3
1/28/2015,810000,3,10,242.47683,2,4
1/23/2015,290000,2,7,116.12875,1,2
6/16/2014,575000,4,8,196.95436,2,3
10/14/2014,515000,4,7,169.08346,3,2
3/16/2015,619500,6,7,156.07704,1,4
3/24/2015,389000,3,7,202.52854,1,1
3/19/2015,287000,3,7,169.08346,2,1
5/5/2015,950000,3,7,157.9351,1,4
2/13/2015,400000,2,8,130.99323,2,2
3/4/2015,763000,4,10,299.14766,2,4
7/18/2014,304400,4,7,198.81242,2,1
5/12/2014,560000,3,8,237.83168,2,1
4/10/2015,740000,5,8,339.560465,3,3
1/15/2015,235000,3,7,132.85129,1,1
8/22/2014,588000,4,8,179.30279,1,3
3/19/2015,464950,3,7,203.45757,2,2
4/29/2015,805000,4,9,320.51535,2,4
9/29/2014,340000,1,6,59.45792,1,3
6/13/2014,615000,3,8,218.32205,1,4
11/5/2014,198500,3,5,141.21256,1,1
12/11/2014,585000,2,7,170.01249,1,2
8/21/2014,478000,2,7,182.08988,1,4
7/9/2014,154950,4,6,148.6448,1,1
10/31/2014,415900,3,7,155.14801,2,2
7/16/2014,1165000,3,9,248.05101,2,3
7/2/2014,175000,4,7,165.36734,2,1
3/27/2015,390000,2,7,100.33524,1,2
11/20/2014,890000,4,8,313.08311,2,3
10/7/2014,258000,3,6,194.16727,1,1
9/10/2014,510000,3,7,149.57383,1,4
2/20/2015,289500,3,7,196.95436,2,1
10/21/2014,472500,2,8,157.9351,2,3
10/8/2014,850000,3,7,130.0642,1,4
5/6/2014,525000,3,9,275.92191,2,4
6/9/2014,649950,4,8,218.32205,2,4
4/27/2015,846450,4,9,344.67013,2,3
1/17/2015,235000,3,7,137.49644,1,1
7/10/2014,250000,3,7,133.78032,2,2
5/23/2014,661254,4,7,212.74787,4,3
4/14/2015,950000,4,7,224.82526,3,4
5/5/2015,448000,5,9,347.45722,3,2
8/18/2014,205500,2,6,83.6127,1,1
6/25/2014,645000,3,8,171.87055,2,3
4/17/2015,540000,4,8,262.91549,2,3
10/31/2014,427500,3,7,137.49644,1,3
9/10/2014,875000,4,8,155.14801,1,3
1/22/2015,170000,2,7,115.19972,1,1
6/13/2014,1335000,5,9,390.1926,2,4
5/21/2014,700000,4,9,279.63803,2,4
7/18/2014,665000,2,8,241.5478,2,2
5/8/2014,716500,4,9,305.65087,2,4
4/22/2015,631000,3,9,155.14801,2,3
10/17/2014,680000,3,7,167.2254,2,4
2/9/2015,315000,3,7,130.99323,1,2
3/20/2015,265000,4,7,148.6448,2,1
5/8/2014,441750,2,8,94.76106,1,3
7/3/2014,342000,4,8,213.6769,2,1
5/13/2014,675000,5,8,316.79923,3,4
9/29/2014,405000,2,8,166.29637,2,4
1/7/2015,445000,4,7,197.88339,2,2
4/21/2015,463000,3,7,187.66406,1,2
2/26/2015,320000,5,8,275.92191,3,1
12/8/2014,459900,3,8,209.03175,2,2
12/12/2014,475000,3,8,148.6448,1,2
8/15/2014,490000,3,8,138.42547,1,3
8/14/2014,342000,3,8,161.65122,2,1
6/24/2014,520000,3,9,213.6769,1,3
2/4/2015,419900,3,7,134.70935,1,4
3/24/2015,366350,4,6,156.07704,1,2
4/7/2015,467000,3,8,132.386775,2,2
5/4/2015,698000,2,7,140.28353,1,3
2/20/2015,610000,2,8,112.41263,2,4
12/4/2014,199500,3,7,107.76748,1,1
12/1/2014,255000,3,7,86.39979,2,2
4/27/2015,1130000,5,10,400.41193,2,4
12/9/2014,495800,4,7,158.86413,1,3
5/5/2015,555000,2,8,110.55457,1,3
8/20/2014,360000,3,8,204.3866,2,1
10/6/2014,190000,3,7,122.63196,2,2
6/22/2014,565000,2,7,123.56099,1,4
1/2/2015,489500,3,8,194.16727,1,3
5/7/2014,239900,3,7,130.99323,2,1
9/22/2014,325000,4,7,142.14159,1,2
8/4/2014,210000,3,5,94.76106,1,3
7/9/2014,624800,3,8,209.03175,2,4
3/18/2015,760000,4,9,299.14766,2,4
4/9/2015,805000,4,7,175.58667,2,3
10/10/2014,280000,5,7,196.02533,2,2
6/3/2014,785200,3,8,170.94152,2,3
11/3/2014,189000,2,6,73.39337,1,1
5/21/2014,246000,3,7,165.36734,1,1
9/8/2014,267500,2,6,89.18688,1,2
2/26/2015,899000,3,9,181.16085,2,4
10/17/2014,215000,3,6,118.91584,1,1
7/21/2014,225000,2,6,95.69009,1,1
10/9/2014,579950,5,9,286.14124,2,3
5/6/2014,609000,4,9,199.74145,2,4
5/30/2014,655000,4,8,191.38018,2,4
5/27/2014,370000,2,7,118.91584,2,2
1/23/2015,255000,4,7,154.21898,2,1
7/25/2014,780000,3,8,197.88339,2,4
7/21/2014,802500,4,10,308.43796,3,4
4/23/2015,513000,3,7,158.86413,1,3
3/18/2015,353500,4,8,301.93475,2,1
7/14/2014,430000,3,7,133.78032,2,2
12/2/2014,410000,3,8,210.88981,1,2
3/16/2015,436000,3,8,139.3545,1,3
12/17/2014,598800,1,6,101.26427,1,2
4/9/2015,957500,4,10,219.25108,2,4
6/2/2014,1000000,3,9,253.62519,2,4
8/19/2014,299999,4,6,152.36092,2,2
3/17/2015,580000,6,8,334.079188,2,2
11/18/2014,450000,2,7,109.62554,1,4
12/23/2014,379000,3,8,247.12198,3,2
6/17/2014,870000,4,10,279.63803,4,3
9/16/2014,428000,2,8,125.41905,2,4
5/9/2014,428750,3,7,150.50286,1,4
7/16/2014,450000,4,7,222.03817,1,2
9/15/2014,485000,3,8,210.88981,2,3
8/13/2014,278000,4,8,222.9672,2,1
10/24/2014,250000,3,7,152.36092,2,1
8/11/2014,325000,2,7,102.1933,1,2
5/20/2014,345000,3,7,115.19972,1,4
4/3/2015,330490,3,7,133.78032,2,1
4/20/2015,568000,3,7,124.49002,1,2
3/3/2015,465000,3,7,133.78032,2,4
3/9/2015,438000,3,7,165.36734,1,2
7/10/2014,469000,5,8,249.90907,2,3
5/21/2014,567000,3,9,235.97362,2,2
6/26/2014,268000,3,7,153.28995,2,1
4/13/2015,574000,2,8,102.1933,2,3
8/19/2014,375000,3,7,114.27069,1,4
1/12/2015,329000,3,8,178.37376,2,1
8/12/2014,207000,2,6,76.18046,1,2
2/17/2015,856000,3,7,137.49644,1,4
3/17/2015,190000,2,6,62.24501,1,2
7/21/2014,324950,3,7,190.45115,1,1
8/11/2014,205950,3,6,138.42547,1,1
12/8/2014,355000,4,8,240.61877,3,1
11/13/2014,245000,2,8,134.70935,1,1
8/19/2014,450000,2,7,116.12875,1,3
8/4/2014,500000,3,7,145.85771,1,4
1/12/2015,449000,3,7,182.08988,2,2
6/25/2014,364000,3,8,167.2254,2,2
7/29/2014,545000,4,7,177.44473,1,3
7/24/2014,335000,3,9,188.685993,3,1
7/30/2014,1013050,4,9,230.39944,2,4
6/19/2014,945000,2,9,235.97362,2,3
4/29/2015,595000,3,6,120.7739,1,4
4/8/2015,625000,3,7,209.96078,2,3
2/13/2015,311500,4,8,180.23182,2,1
4/16/2015,440000,6,7,233.18653,3,2
7/25/2014,340000,4,8,207.17369,2,2
7/18/2014,288790,3,7,119.84487,1,3
11/3/2014,550000,3,7,124.49002,1,4
3/26/2015,183750,3,7,164.43831,2,1
10/2/2014,366000,3,8,166.29637,2,2
9/26/2014,722000,4,9,296.36057,2,4
5/14/2014,337500,5,7,157.9351,2,2
4/3/2015,435000,2,7,69.67725,1,3
9/29/2014,348000,3,8,219.25108,2,1
8/18/2014,390000,4,7,187.66406,1,4
10/28/2014,349000,4,8,167.2254,2,1
3/16/2015,376000,2,6,81.75464,1,2
7/25/2014,250000,3,7,110.55457,1,2
9/16/2014,427000,3,7,190.45115,2,2
5/30/2014,650000,2,8,161.65122,2,4
7/9/2014,538000,3,8,279.63803,2,3
5/7/2014,310000,3,7,192.30921,1,1
5/8/2014,405000,2,7,94.76106,1,3
8/19/2014,439950,4,7,258.27034,2,3
5/8/2015,380000,3,8,141.21256,2,2
4/6/2015,895000,5,8,218.32205,2,4
6/2/2014,440000,4,8,217.39302,2,2
9/4/2014,275000,3,7,181.16085,1,2
10/7/2014,878000,4,11,323.30244,2,3
10/16/2014,355000,4,7,133.78032,1,2
11/10/2014,385000,3,8,127.27711,3,3
10/30/2014,1200000,3,10,317.72826,2,4
5/13/2014,860000,4,10,330.73468,2,4
9/30/2014,245000,2,6,76.18046,1,2
4/1/2015,362500,3,7,158.86413,3,2
11/5/2014,799000,4,7,222.03817,2,3
7/28/2014,687500,5,7,308.43796,2,4
9/4/2014,550000,4,7,248.05101,3,2
9/18/2014,559950,5,8,253.62519,3,2
7/28/2014,540000,4,9,184.87697,2,4
3/20/2015,420000,4,8,222.9672,2,1
9/16/2014,385000,2,6,93.83203,1,2
6/5/2014,279950,3,7,162.58025,2,1
10/20/2014,314000,3,8,125.41905,1,1
5/14/2014,740000,5,11,536.421922,5,1
5/15/2014,430000,3,7,140.28353,2,2
6/24/2014,396500,3,10,240.61877,2,1
3/30/2015,399995,3,8,105.90942,1,3
12/29/2014,399950,3,7,96.61912,1,4
7/16/2014,382450,3,8,206.24466,2,1
8/1/2014,190000,3,6,125.41905,1,2
9/3/2014,225000,3,6,166.29637,1,2
10/10/2014,799950,5,9,349.31528,3,2
5/6/2015,775000,3,7,135.63838,1,3
3/20/2015,569999,3,9,286.14124,2,2
7/28/2014,1160000,3,9,221.10914,2,4
2/25/2015,484950,3,8,155.14801,2,3
5/6/2014,397000,4,7,133.78032,2,2
11/4/2014,392000,4,7,213.6769,2,1
3/12/2015,290000,4,6,144.92868,2,1
7/25/2014,750000,5,8,207.17369,3,3
5/29/2014,400000,4,7,155.14801,2,2
8/15/2014,514000,2,7,85.47076,1,4
6/5/2014,189000,3,6,93.83203,1,1
10/7/2014,448000,4,7,237.83168,1,3
2/12/2015,572500,3,9,231.32847,2,2
10/27/2014,901000,4,9,281.49609,2,2
7/8/2014,439000,4,8,238.76071,2,3
8/20/2014,330000,2,6,81.75464,1,3
10/15/2014,760000,4,7,257.34131,1,4
8/19/2014,860000,5,8,233.18653,1,3
8/22/2014,282000,3,8,117.05778,2,1
1/14/2015,358000,3,8,233.18653,2,1
9/8/2014,865000,4,8,234.11556,2,3
12/29/2014,200000,3,7,196.95436,1,1
7/1/2014,1020000,4,10,350.24431,3,4
3/18/2015,444900,4,9,289.85736,2,1
9/11/2014,550000,3,7,126.34808,2,3
7/8/2014,1205000,4,9,292.64445,3,4
3/12/2015,660000,3,9,254.55422,3,2
7/30/2014,275000,2,6,86.39979,1,1
9/22/2014,400000,3,7,144.92868,1,2
7/31/2014,850000,3,8,227.61235,1,4
10/28/2014,226450,3,6,160.72219,1,1
1/28/2015,800000,3,8,191.38018,3,4
7/25/2014,460000,4,8,204.3866,2,3
1/6/2015,537000,3,7,143.99965,1,3
5/29/2014,525000,5,8,244.33489,2,2
9/26/2014,369000,3,8,124.49002,2,3
2/25/2015,460000,5,8,287.9993,4,3
11/17/2014,567000,4,8,244.33489,1,3
9/18/2014,475000,3,7,166.29637,1,1
7/10/2014,152000,3,7,85.47076,1,1
12/12/2014,600000,4,8,157.9351,1,4
8/12/2014,822500,2,7,134.70935,1,4
2/23/2015,425000,3,7,126.34808,2,1
9/18/2014,888990,4,9,328.87662,2,4
4/10/2015,825000,5,8,216.46399,1,4
9/15/2014,687500,3,8,227.61235,1,2
2/24/2015,255000,3,7,121.70293,2,1
11/3/2014,426950,4,7,218.32205,2,3
9/23/2014,370000,2,7,96.61912,1,4
11/14/2014,425000,2,7,155.14801,1,2
7/1/2014,535000,4,7,131.92226,1,3
5/8/2015,1295000,5,10,324.23147,3,4
2/17/2015,325000,4,7,182.08988,2,1
11/19/2014,440000,3,7,133.78032,2,4
12/10/2014,661000,3,8,180.23182,2,4
4/13/2015,485000,3,7,94.76106,1,4
10/15/2014,260000,4,8,199.74145,2,1
5/7/2014,503000,3,7,143.07062,2,2
3/21/2015,665000,4,8,246.19295,2,4
6/16/2014,460000,2,6,82.68367,1,3
7/1/2014,401000,3,7,115.19972,2,4
9/3/2014,514000,3,7,209.96078,2,3
12/3/2014,496000,2,7,131.92226,1,3
1/5/2015,707000,5,8,328.87662,4,1
5/14/2014,310000,3,7,137.49644,1,2
10/15/2014,273000,3,6,139.3545,1,2
7/18/2014,260000,2,6,117.98681,1,2
12/15/2014,325000,3,6,216.46399,2,2
6/17/2014,253000,3,6,81.75464,1,1
8/6/2014,429300,6,8,272.20579,2,2
7/9/2014,1240000,5,10,504.46329,3,4
5/16/2014,370000,4,7,127.27711,1,2
11/18/2014,225000,3,6,129.13517,1,2
8/7/2014,252500,2,6,83.6127,1,2
12/18/2014,200000,3,6,101.26427,1,1
5/14/2015,479349,5,9,299.426369,3,1
11/6/2014,353000,4,7,165.36734,1,4
11/4/2014,257000,3,7,129.785491,1,1
5/8/2015,435000,3,8,238.76071,2,2
10/29/2014,680000,5,7,198.81242,2,3
7/10/2014,410000,3,7,136.56741,1,2
10/14/2014,1100000,4,9,423.63768,3,4
10/9/2014,240000,2,6,66.89016,1,1
11/5/2014,280000,3,7,121.70293,1,1
10/20/2014,411100,3,7,96.61912,1,4
4/14/2015,470000,3,6,135.63838,1,2
7/16/2014,635000,3,7,142.14159,2,3
9/9/2014,539000,3,7,166.29637,1,4
10/16/2014,450000,3,6,126.34808,1,3
5/11/2015,935000,2,9,156.07704,2,4
12/3/2014,520000,3,8,233.18653,2,3
9/10/2014,242500,3,6,94.76106,1,2
5/8/2015,205000,3,7,149.57383,1,1
8/21/2014,490000,3,8,118.91584,2,3
5/16/2014,480000,4,7,225.75429,2,3
8/1/2014,635000,4,8,228.54138,1,3
6/19/2014,450000,4,8,222.9672,2,3
11/24/2014,299900,3,7,195.0963,2,1
8/28/2014,375000,5,7,190.45115,1,1
9/17/2014,653000,3,10,282.42512,3,2
8/15/2014,330000,1,6,79.89658,1,3
4/24/2015,230000,3,7,116.12875,1,1
8/11/2014,840000,3,8,283.35415,2,4
8/21/2014,895000,4,10,325.1605,3,4
3/2/2015,370000,4,8,168.340236,2,1
12/8/2014,258950,3,8,133.78032,1,1
5/8/2014,205000,2,6,66.89016,1,1
7/3/2014,633000,4,8,219.25108,2,2
1/12/2015,500000,3,8,153.28995,2,4
10/24/2014,502000,4,7,198.81242,2,2
9/25/2014,359000,4,6,146.78674,1,2
12/2/2014,343000,2,7,109.62554,1,2
8/25/2014,524950,3,7,162.58025,1,3
8/27/2014,599000,4,8,196.95436,2,3
11/19/2014,193000,2,5,63.17404,1,1
1/8/2015,645000,4,8,258.27034,2,2
7/30/2014,600000,4,9,279.63803,2,2
4/22/2015,228950,3,6,104.05136,1,1
6/26/2014,725000,6,7,288.92833,3,3
3/30/2015,464000,5,6,185.806,2,3
3/4/2015,230000,2,6,83.6127,0,2
9/15/2014,300000,4,8,161.65122,2,1
12/22/2014,633000,4,9,392.05066,3,3
8/7/2014,335000,3,7,176.5157,1,2
7/21/2014,210000,3,6,141.21256,1,1
6/4/2014,250500,3,7,158.86413,2,1
10/6/2014,639000,4,7,180.23182,2,3
10/9/2014,350500,2,7,134.70935,1,3
6/20/2014,436500,5,8,288.92833,3,3
2/27/2015,248500,3,7,115.19972,2,1
9/23/2014,160000,3,7,136.56741,2,1
10/29/2014,246950,3,7,166.29637,3,2
4/20/2015,320000,2,6,88.25785,1,3
9/29/2014,681000,4,8,358.60558,2,3
4/23/2015,1081000,4,8,231.32847,3,4
6/15/2014,650000,3,7,198.81242,1,4
5/22/2014,320000,3,7,92.717194,2,3
8/4/2014,583000,3,7,167.2254,1,3
11/3/2014,452000,4,7,203.45757,2,3
2/18/2015,575000,2,7,130.0642,1,3
6/10/2014,1230000,4,9,282.42512,2,4
4/13/2015,975000,4,9,209.03175,2,4
10/14/2014,811000,3,8,173.72861,1,4
11/5/2014,741000,4,7,192.30921,2,4
10/14/2014,540000,2,7,152.36092,2,3
5/6/2014,650000,5,8,323.30244,3,4
3/13/2015,499000,6,7,222.9672,1,2
5/8/2014,424500,3,7,135.63838,1,4
10/20/2014,332544,2,7,158.86413,1,1
6/12/2014,1070000,4,11,303.79281,2,4
7/14/2014,570000,4,8,245.26392,2,4
10/2/2014,265000,3,6,99.40621,1,2
9/4/2014,802000,4,8,197.88339,2,4
4/22/2015,430000,3,7,172.79958,2,1
4/22/2015,490000,4,7,245.26392,3,3
12/9/2014,255000,3,7,124.49002,1,2
6/10/2014,516200,3,6,196.02533,2,2
7/1/2014,217500,3,7,130.0642,1,1
2/17/2015,75000,1,3,62.24501,0,1
11/25/2014,190000,3,7,141.21256,1,3
9/19/2014,495000,4,8,238.76071,1,4
6/12/2014,585000,3,8,177.44473,2,4
12/9/2014,261950,3,7,174.65764,2,1
12/16/2014,500000,4,7,189.52212,1,3
5/30/2014,385000,3,6,113.34166,1,3
7/18/2014,419000,3,7,183.01891,2,3
7/24/2014,290000,2,7,71.53531,1,3
8/11/2014,733000,3,9,200.67048,2,4
5/12/2014,630000,4,7,164.43831,2,4
4/8/2015,417000,3,8,189.52212,2,1
12/29/2014,659000,2,10,109.62554,1,4
5/9/2014,557000,4,8,263.84452,2,2
5/14/2014,345000,3,7,196.95436,2,3
4/8/2015,281000,2,7,86.39979,1,2
10/21/2014,489000,2,7,136.102895,2,4
8/15/2014,866800,4,9,275.92191,3,3
10/19/2014,549950,3,8,272.20579,1,2
4/6/2015,375000,4,9,233.18653,2,2
3/18/2015,205000,2,6,161.65122,1,2
10/7/2014,260000,4,7,182.08988,2,2
5/4/2015,629500,3,10,187.66406,2,4
8/29/2014,370000,3,8,172.79958,2,2
7/16/2014,685000,4,7,201.59951,2,4
5/13/2014,375000,3,7,110.55457,1,2
6/17/2014,810000,3,9,248.05101,2,4
6/25/2014,440000,3,7,188.59309,1,2
3/27/2015,506950,3,8,193.23824,2,3
12/4/2014,1250000,5,9,344.67013,2,4
4/6/2015,685000,3,8,234.11556,2,3
8/20/2014,185000,3,7,132.85129,1,2
5/12/2014,302000,5,7,202.52854,2,2
11/18/2014,850000,4,8,216.46399,2,4
12/18/2014,480000,3,8,276.85094,2,1
1/6/2015,283500,4,7,184.87697,2,1
6/9/2014,500000,4,7,208.10272,1,3
1/2/2015,350000,2,6,74.3224,1,2
5/29/2014,400000,5,7,179.30279,2,2
9/24/2014,597000,4,8,211.81884,2,3
4/14/2015,468000,3,7,136.56741,2,3
5/16/2014,611000,3,8,198.255002,2,3
5/13/2015,380000,2,6,70.60628,1,2
8/25/2014,204000,3,7,92.903,1,1
5/28/2014,236000,4,7,170.01249,2,1
5/13/2014,581000,4,8,194.16727,1,4
11/24/2014,294400,4,7,166.110564,2,1
6/12/2014,306000,4,7,231.32847,2,1
12/2/2014,450000,3,8,235.04459,2,2
6/6/2014,600000,4,7,237.83168,2,4
11/17/2014,403000,2,8,115.19972,1,3
8/11/2014,455000,3,8,252.69616,2,1
3/17/2015,344950,3,7,101.26427,1,2
3/10/2015,602000,3,8,135.63838,3,3
3/24/2015,824000,4,8,231.32847,2,4
3/10/2015,441000,3,8,175.58667,2,2
7/7/2014,500000,3,9,159.79316,2,2
1/13/2015,425000,2,6,69.67725,1,2
2/24/2015,255000,3,6,139.3545,2,2
1/29/2015,184500,2,6,66.89016,1,1
10/3/2014,304000,3,7,159.79316,1,1
10/10/2014,368500,2,9,233.18653,1,1
4/21/2015,438000,5,7,181.16085,1,3
4/7/2015,518000,4,7,237.83168,1,4
11/19/2014,312000,3,8,211.81884,2,1
8/22/2014,239000,2,7,104.98039,1,1
5/20/2014,500000,3,8,112.41263,2,3
11/18/2014,307000,3,7,166.29637,2,1
3/11/2015,230000,2,5,74.3224,1,1
8/4/2014,390000,3,7,171.87055,1,2
12/5/2014,579000,2,7,163.50928,2,2
7/8/2014,405000,3,7,93.83203,1,2
4/14/2015,750000,3,9,237.83168,2,3
8/21/2014,1295000,2,9,270.34773,2,3
12/9/2014,224000,3,7,102.1933,1,1
9/30/2014,450000,2,7,95.69009,1,3
12/22/2014,332000,5,8,224.82526,1,1
8/11/2014,327000,2,7,99.40621,1,2
3/17/2015,175000,2,6,57.59986,1,1
8/21/2014,359950,2,7,115.19972,1,2
5/5/2015,700180,2,8,142.14159,1,3
2/3/2015,765000,3,7,117.98681,1,4
10/1/2014,759000,3,8,183.94794,1,4
4/26/2015,580000,3,9,246.19295,2,2
7/14/2014,335000,4,7,170.01249,2,2
7/28/2014,458000,4,8,298.868951,3,1
4/14/2015,525000,4,8,247.12198,2,3
10/14/2014,403000,3,7,117.98681,1,4
2/9/2015,599380,3,7,117.98681,1,4
7/8/2014,277000,2,6,71.53531,1,2
7/18/2014,378800,5,8,254.55422,2,1
11/6/2014,308625,2,7,139.3545,2,2
12/11/2014,395000,2,7,80.82561,1,3
11/5/2014,832500,4,10,318.65729,4,4
11/18/2014,255000,2,6,57.59986,1,2
6/19/2014,340000,3,7,230.39944,2,1
9/23/2014,498688,3,8,177.44473,2,3
7/7/2014,230000,3,8,105.90942,1,2
4/23/2015,287000,4,7,124.49002,2,2
10/14/2014,962000,4,11,310.29602,2,3
3/6/2015,235000,4,7,143.07062,2,2
7/7/2014,538250,3,8,240.61877,2,1
12/5/2014,340000,4,8,221.10914,2,1
11/14/2014,595000,3,7,188.59309,2,4
5/5/2015,861111,4,10,339.09595,2,4
8/21/2014,911100,4,8,309.36699,3,2
7/29/2014,595000,4,7,287.07027,2,3
3/4/2015,705000,5,7,221.10914,3,3
6/6/2014,445000,4,7,136.56741,2,3
4/13/2015,675000,3,8,158.86413,1,3
9/26/2014,280000,4,8,222.9672,2,1
1/28/2015,379000,4,9,238.76071,2,1
2/20/2015,295000,4,7,117.05778,1,2
11/25/2014,442500,4,7,170.94152,2,2
7/22/2014,628000,3,9,371.612,1,3
6/27/2014,279000,3,8,151.43189,2,1
7/25/2014,410000,2,8,125.41905,2,4
6/25/2014,557500,3,7,176.5157,1,3
4/9/2015,395000,3,7,135.63838,1,3
1/8/2015,375000,3,8,146.78674,2,2
2/5/2015,515000,2,7,98.47718,1,4
5/13/2014,1105000,4,9,254.55422,1,4
9/16/2014,219000,2,6,121.70293,2,2
10/16/2014,199000,4,5,133.78032,2,2
6/16/2014,699850,4,9,249.90907,3,4
5/16/2014,875000,3,7,206.24466,2,4
5/21/2014,150000,3,6,93.83203,1,2
11/14/2014,455000,3,7,120.7739,1,4
8/7/2014,267500,2,6,162.301541,1,1
5/2/2015,1450000,3,10,368.82491,4,2
9/16/2014,550000,3,8,193.23824,2,3
10/30/2014,1050000,5,8,274.99288,2,4
4/7/2015,301000,3,8,224.82526,2,1
7/1/2014,1060000,4,11,424.56671,2,4
3/18/2015,529500,3,9,130.99323,2,3
7/8/2014,469950,4,8,235.04459,2,2
7/7/2014,404950,4,8,217.39302,2,1
1/29/2015,200000,2,6,130.0642,1,1
4/9/2015,272500,3,8,192.30921,2,1
10/31/2014,575000,3,8,233.558142,3,2
10/3/2014,335000,4,7,137.49644,1,2
10/10/2014,490000,3,9,286.14124,2,1
6/16/2014,309212,3,7,106.83845,1,2
11/19/2014,542500,3,8,178.37376,2,3
2/17/2015,539000,3,9,197.88339,2,2
5/12/2015,674725,4,9,250.8381,2,3
6/17/2014,330000,3,7,282.42512,2,1
4/20/2015,1410000,2,9,202.52854,2,2
3/16/2015,370000,4,8,238.76071,2,1
5/8/2014,636000,2,7,114.27069,1,4
3/13/2015,775000,5,7,172.79958,1,3
2/9/2015,265000,2,6,76.18046,1,1
6/11/2014,354000,3,7,87.32882,1,4
10/16/2014,535000,5,9,243.40586,2,2
5/8/2014,719000,3,8,157.00607,2,3
12/9/2014,456500,4,8,185.806,3,3
1/21/2015,410000,4,6,138.42547,2,2
11/10/2014,195000,3,6,114.27069,2,1
8/6/2014,509950,3,8,174.65764,2,3
8/27/2014,516000,4,8,205.31563,2,4
5/14/2014,498000,4,7,210.88981,2,2
4/21/2015,450000,4,8,189.52212,2,2
5/11/2015,371000,3,8,183.01891,1,1
9/29/2014,355000,4,7,189.52212,1,1
4/2/2015,676000,3,7,160.72219,2,4
11/12/2014,362000,5,8,267.56064,2,1
8/28/2014,1072000,2,8,362.3217,2,3
9/11/2014,1430000,4,10,314.01214,2,4
5/8/2015,699950,4,9,341.325622,3,2
7/22/2014,740000,5,9,252.69616,3,4
6/26/2014,219500,3,5,101.26427,1,1
